x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89647.21999802785,43118.787579729404,0.0,0.0,0.0,0.9868796805156107,0.16145741291562324,8.016400161128663
89646.75102204717,43118.9605922089,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89646.2850498229,43119.14189274998,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89645.81907759861,43119.323193291064,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89645.35310537434,43119.504493832144,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89644.88713315004,43119.685794373225,0.0,0.0,0.0,0.9828388597749671,0.18446619125531533,8.333333333333334
89644.42116092576,43119.867094914305,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89643.95518870148,43120.048395455386,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89643.48921647719,43120.229695996466,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89643.02324425291,43120.41099653755,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89642.55727202863,43120.59229707863,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89642.09129980435,43120.77359761971,0.0,0.0,0.0,0.9828388597749282,0.18446619125552244,8.333333333333334
89641.63058846685,43120.96787021056,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89641.16996368616,43121.16235622908,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89640.70933890545,43121.356842247595,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89640.24871412474,43121.55132826612,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89639.78808934403,43121.74581428464,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89639.32746456334,43121.940300303155,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89638.86683978263,43122.13478632167,0.0,0.0,0.0,0.9801146773240839,0.19843190089778148,8.333333333333334
89638.42705364985,43122.36973476349,0.0,0.0,0.0,0.9622001654295769,0.27234324233822105,8.333333333333334
89638.0012244915,43122.631783476325,0.0,0.0,0.0,0.9622001654295769,0.27234324233822105,8.333333333333334
89637.57539533314,43122.893832189155,0.0,0.0,0.0,0.9622001654295769,0.27234324233822105,8.333333333333334
89637.1495661748,43123.155880901984,0.0,0.0,0.0,0.9622001654295769,0.27234324233822105,8.333333333333334
89636.72373701645,43123.417929614814,0.0,0.0,0.0,0.9622001654295769,0.27234324233822105,8.333333333333334
89636.29145162285,43123.66917981705,0.0,0.0,0.0,0.9656057545943877,0.2600106280408611,8.333333333333334
89635.85905714954,43123.92024757574,0.0,0.0,0.0,0.9656057545943877,0.2600106280408611,8.333333333333334
89635.42666267624,43124.17131533443,0.0,0.0,0.0,0.9656057545943877,0.2600106280408611,8.333333333333334
89634.99426820294,43124.42238309313,0.0,0.0,0.0,0.9656057545943877,0.2600106280408611,8.333333333333334
89634.56187372963,43124.67345085182,0.0,0.0,0.0,0.9656057545943877,0.2600106280408611,8.333333333333334
89634.17536371165,43124.983724721445,0.0,0.0,0.0,0.9225056094289749,0.38598367915246845,8.333333333333334
89633.82434711223,43125.33979683061,0.0,0.0,0.0,0.9225056094289749,0.38598367915246845,8.333333333333334
89633.47333051279,43125.69586893977,0.0,0.0,0.0,0.9225056094289749,0.38598367915246845,8.333333333333334
89633.12231391337,43126.05194104894,0.0,0.0,0.0,0.9225056094289749,0.38598367915246845,8.333333333333334
89632.77129731394,43126.40801315811,0.0,0.0,0.0,0.9225056094289749,0.38598367915246845,8.333333333333334
89632.47854681943,43126.81131662935,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89632.2028177106,43127.22841788628,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89631.92708860175,43127.64551914322,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89631.6513594929,43128.06262040015,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89631.37563038406,43128.47972165709,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89631.09990127521,43128.89682291402,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89630.82417216638,43129.31392417096,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89630.54844305753,43129.731025427885,0.0,0.0,0.0,0.8807548517288327,0.47357247719448603,8.333333333333334
89630.27271394868,43130.14812668482,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89629.99698483985,43130.565227941755,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89629.721255731,43130.98232919869,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89629.44552662215,43131.399430455625,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89629.16979751331,43131.81653171256,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89628.89406840446,43132.233632969495,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89628.61833929563,43132.65073422643,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89628.34261018678,43133.067835483365,0.0,0.0,0.0,0.8807548517287003,0.4735724771947322,8.333333333333334
89628.05587070782,43133.477421316784,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89627.76789727682,43133.88616488315,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89627.47992384584,43134.29490844951,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89627.19195041484,43134.70365201588,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89626.90397698386,43135.11239558224,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89626.61600355287,43135.52113914861,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,8.333333333333334
89626.32985257318,43135.931160187,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89626.04383585071,43136.34127533481,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89625.75781912822,43136.75139048263,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89625.47180240575,43137.161505630436,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89625.18578568328,43137.571620778246,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89624.89976896081,43137.981735926056,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,8.333333333333334
89624.6136806561,43138.39180114236,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89624.32758964841,43138.80186447323,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89624.04149864071,43139.21192780409,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89623.75540763303,43139.621991134954,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89623.46931662534,43140.03205446582,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89623.18322561764,43140.44211779668,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,8.333333333333334
89622.8981847089,43140.85291175123,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89622.61314845219,43141.2637089425,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89622.32811219546,43141.67450613377,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89622.04307593875,43142.085303325046,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89621.75803968204,43142.49610051631,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,8.333333333333334
89621.47301208918,43142.906903714065,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89621.18829874304,43143.317924772564,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89620.9035853969,43143.72894583106,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89620.61887205075,43144.139966889554,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89620.33415870462,43144.55098794805,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89620.04944535847,43144.96200900655,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,8.333333333333334
89619.76491495369,43145.37315575893,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89619.48334319124,43145.78633531141,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89619.2017714288,43146.19951486389,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89618.92019966633,43146.61269441638,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89618.63862790389,43147.02587396886,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89618.35705614144,43147.43905352134,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,8.333333333333334
89618.07585708407,43147.852484362214,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89617.79840241796,43148.2684397784,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89617.52094775187,43148.6843951946,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89617.24349308577,43149.100350610795,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89616.96603841968,43149.51630602699,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89616.68858375358,43149.93226144319,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,8.333333333333334
89616.4126736167,43150.34921474596,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89616.14751590842,43150.77311495798,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89615.88235820015,43151.197015169986,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89615.61720049188,43151.620915382,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89615.3520427836,43152.04481559401,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89615.08688507533,43152.46871580602,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,8.333333333333334
89614.82809576919,43152.89621133092,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89614.60213167946,43153.34223849395,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89614.37616758975,43153.78826565697,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89614.15020350004,43154.23429282,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89613.92423941032,43154.68031998303,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89613.69827532061,43155.12634714606,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,8.333333333333334
89613.48919096024,43155.57900700202,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89613.3510697156,43156.05955098729,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89613.21294847094,43156.54009497255,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89613.0748272263,43157.02063895782,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89612.93670598164,43157.50118294309,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89612.798584737,43157.98172692835,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,8.333333333333334
89612.69468264784,43158.46688199811,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.70067890878,43158.96684604167,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.70667516973,43159.46681008523,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.71267143067,43159.96677412879,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.71866769162,43160.466738172356,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.72466395257,43160.96670221592,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,8.333333333333334
89612.77366146787,43161.45856354954,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89612.95003201273,43161.92642403185,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.12640255758,43162.394284514165,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.30277310243,43162.86214499647,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.47914364729,43163.33000547878,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.65551419214,43163.797865961096,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,8.333333333333334
89613.9017715228,43164.21507019283,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89614.29153135272,43164.52825907351,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89614.68129118264,43164.84144795418,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89615.07105101256,43165.154636834865,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89615.46081084249,43165.46782571554,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89615.85057067241,43165.781014596214,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,8.333333333333334
89616.29267071886,43165.981378198165,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89616.78350051533,43166.07669929181,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89617.2743303118,43166.17202038545,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89617.76516010828,43166.26734147909,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89618.25598990476,43166.362662572734,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89618.74681970123,43166.457983666376,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,8.333333333333334
89619.22582501401,43166.39885426493,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89619.69642442973,43166.229927683446,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89620.16702384544,43166.06100110195,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89620.63762326115,43165.89207452047,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89621.10822267686,43165.72314793898,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89621.57882209258,43165.554221357495,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,8.333333333333334
89621.970717535,43165.258013708706,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,8.333333333333334
89622.33211163258,43164.91247889681,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,8.333333333333334
89622.69350573017,43164.566944084916,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,8.333333333333334
89623.05489982775,43164.22140927302,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,8.333333333333334
89623.41629392534,43163.875874461126,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,8.333333333333334
89623.77768802292,43163.53033964923,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,8.333333333333334
89624.10430172742,43163.152985252804,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,8.333333333333334
89624.41640408675,43162.76235484269,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,8.333333333333334
89624.72850644607,43162.37172443258,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,8.333333333333334
89625.04060880539,43161.98109402246,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,8.333333333333334
89625.35271116471,43161.59046361235,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,8.333333333333334
89625.66481352404,43161.199833202234,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,8.333333333333334
89625.92351215024,43160.773452349036,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89626.16573226581,43160.33604016858,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89626.40795238139,43159.89862798812,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89626.65017249696,43159.46121580766,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89626.89239261253,43159.023803627206,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89627.1346127281,43158.58639144675,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,8.333333333333334
89627.35330022706,43158.13693913463,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89627.56631641705,43157.6845851772,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89627.77933260705,43157.23223121978,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89627.99234879705,43156.77987726235,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89628.20536498704,43156.32752330492,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89628.41838117703,43155.8751693475,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,8.333333333333334
89628.61139150837,43155.41402431527,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89628.80053608376,43154.95118057317,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89628.98968065914,43154.48833683107,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89629.17882523453,43154.025493088964,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89629.36796980991,43153.562649346866,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89629.5571143853,43153.09980560476,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,8.333333333333334
89629.73500730451,43152.63254619735,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89629.91114772212,43152.164599028016,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89630.08728813972,43151.696651858685,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89630.26342855733,43151.228704689354,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89630.43956897494,43150.76075752002,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89630.61570939254,43150.29281035069,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,8.333333333333334
89630.87813118493,43149.86847706125,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89631.15048639498,43149.44916495846,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89631.42284160505,43149.02985285566,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89631.6951968151,43148.61054075286,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89631.96755202516,43148.19122865006,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89632.23990723521,43147.77191654726,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,8.333333333333334
89632.43965543377,43147.3139011116,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,8.333333333333334
89632.63594454718,43146.854041802726,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,8.333333333333334
89632.83223366059,43146.39418249386,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,8.333333333333334
89633.02852277401,43145.934323184985,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,8.333333333333334
89633.22748553762,43145.475728479585,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89633.45845366012,43145.03227191306,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89633.68942178262,43144.58881534655,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89633.92038990512,43144.14535878003,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89634.15135802762,43143.701902213514,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89634.38232615011,43143.25844564699,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,8.333333333333334
89634.63048943444,43142.82459744018,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,8.333333333333334
89634.88710496662,43142.39547220364,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,8.333333333333334
89635.14372049882,43141.9663469671,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,8.333333333333334
89635.40033603102,43141.53722173056,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,8.333333333333334
89635.65695156321,43141.10809649402,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,8.333333333333334
89635.91356709541,43140.67897125748,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,8.333333333333334
89636.19185693489,43140.267899479295,0.0,0.0,0.0,-0.3526139839977672,0.9357688701219027,8.333333333333334
